X,Y,dX,dY,dZ,Ekine
2.3253636,-1.0455458,-1.5176846,-0.5503828,0.7861171,2.9928734
1.922945,0.52889377,-1.3792909,-1.3862345,0.83289677,2.7812288
1.0062358,1.1279768,-0.5142369,-1.0099461,0.7971736,3.5040028
0.38700715,-0.64468014,-0.17576754,0.019899413,0.7765833,2.7427495
1.6729573,-0.9759551,-1.0589253,-0.4274542,0.7784069,2.6706393
2.692185,-0.7455411,-1.8536679,-0.930736,0.778857,3.5405385
0.8643037,1.2143973,-0.33125687,-0.66849124,0.70695853,3.40907
1.9385009,0.05234003,-1.5073426,-0.940717,0.70252216,3.4278314
-0.07077698,0.04902053,0.5596438,-0.2926993,0.77301365,3.3529782
1.583573,0.082576215,-1.0892953,-0.62000585,0.77380407,3.342704
0.5032109,0.18330717,-0.2444914,-0.37753004,0.8017423,2.5694475
0.8634229,-0.86607814,-0.42591786,-0.04182279,0.7673187,2.7565231
1.132256,-0.57978964,-0.84759545,-0.41200402,0.74124235,3.1648614
2.3049269,-1.0953484,-1.5461538,-0.626367,0.7604319,3.02338
2.5996132,-1.6688058,-1.7266977,-0.35342893,0.7829171,2.8136983
2.4295063,-0.24194658,-1.5135882,-0.7508069,0.8133364,3.4214163
1.7373207,0.16856945,-1.5898192,-0.9053315,0.71511364,3.0125837
0.8336185,-0.8687161,-0.4749301,-0.16659963,0.7649053,3.2002192
0.8340247,0.36742997,-0.3627175,-0.42236912,0.7686533,3.3934233
2.4578354,0.8603022,-1.8517629,-1.5174786,0.75615275,3.4647684
-0.53401124,0.1729486,1.0886562,-0.08809897,0.81523275,3.5099947
1.8880563,0.049217224,-1.5888977,-0.87131673,0.6805528,3.3010547
2.1381366,-0.7886339,-1.5046933,-0.6069176,0.71332717,3.1596215
1.5340196,-0.43575656,-1.1229719,-0.5320006,0.70196223,3.1789637
0.6577568,-0.55688214,-0.20988941,-0.3740347,0.8068733,2.755147
1.1695021,0.08893621,-0.6202499,-0.9937247,0.80252206,3.4366493
1.4150567,-0.4744761,-0.9759197,-0.42608082,0.7440911,3.2283273
0.9272766,0.050718427,-0.59578127,-0.47106135,0.7185118,3.4313169
2.1984231,0.59697,-1.3210518,-0.8550643,0.79609144,3.5004103
0.309868,0.045170426,0.11534327,-0.60088664,0.90780354,2.879801
1.2362622,-1.350949,-0.6581173,-0.14500946,0.7523827,3.5066257
2.0779455,-0.8671042,-1.2295692,-0.48489517,0.83228827,3.425917
1.4532678,0.5743623,-1.1648638,-1.0044018,0.71141404,3.450568
1.1629605,-0.26772237,-0.89729524,-0.55751204,0.77847344,2.527982
1.9941653,-1.2255596,-1.3530471,-0.40647307,0.7415982,3.2993407
0.4361045,-0.51959705,-0.051900804,-0.31879514,0.7869303,3.048124
1.5836629,-0.76118636,-1.0807803,-0.4481838,0.75151694,3.2734268
0.9694773,-0.7920719,-0.6423985,-0.33465767,0.7371347,2.9110556
1.9728198,-0.39630187,-1.3313718,-0.5952451,0.76863235,3.3963394
1.4404957,-1.2190838,-0.72638416,-0.07929723,0.74555093,3.7358472
2.3696043,-0.49149084,-1.5608747,-0.6688012,0.82184905,3.1062663
1.8058238,0.033480406,-1.3221347,-0.7450363,0.7228864,3.3373554
0.77723265,0.13906431,-0.48117054,-0.4507101,0.6932651,3.5516791
-0.25375205,-0.11652112,0.5955475,0.03219123,0.7471695,3.1521087
1.5594783,-0.16772735,-1.0849731,-0.9649325,0.76789653,3.100914
1.5853467,0.33630526,-1.3316102,-0.9969184,0.74200726,3.4071987
0.62813705,0.6136347,-0.34002447,-0.5519171,0.72083163,3.3732224
1.6084784,-0.5736931,-0.95022285,-0.35143566,0.84339666,2.8504543
2.0886302,0.47392744,-1.4720944,-0.8787792,0.82224405,3.1586134
0.9994331,-0.5803203,-0.5252671,-0.12125734,0.761659,3.2333846
0.81879246,0.58914435,-0.3503728,-0.6419432,0.78906214,3.3452616
0.49248615,0.43594646,-0.23316449,-0.41659626,0.74197656,3.0020933
1.0234098,-0.58458686,-0.74961686,-0.30782524,0.71610975,3.0407252
0.5682619,-0.5648593,-0.2294426,-0.24683064,0.73306406,3.266446
0.8336057,-0.4437946,-0.46769655,-0.3394118,0.73313755,2.8614922
1.5300827,0.359487,-1.0610058,-0.6034093,0.78204113,2.7517316
1.8162137,-0.91277784,-1.3019106,-0.45663288,0.73820233,3.267495
-0.33387282,-0.4387157,0.88481176,-0.051136106,0.8154192,3.0207622
0.5589458,0.48555756,-0.1665886,-0.4849336,0.7297457,3.1258445
1.9724085,-0.23411047,-1.4449275,-0.8111227,0.7762195,3.2010884
1.1857519,-1.0364017,-0.7184568,-0.25156587,0.73846096,3.0907254
2.8033047,-1.3303312,-1.848367,-0.559047,0.78794444,4.07293
0.76297146,-0.9205562,-0.36251128,-0.14568333,0.7427486,3.1837218
1.0681515,-0.19492388,-0.6012602,-0.29449564,0.7663164,3.4156458
-0.121438466,-0.15335953,0.37265956,-0.1753803,0.8234201,3.0620124
0.62334156,0.08138543,-0.386525,-0.382477,0.7497162,2.9222069
-0.41020456,-0.36225224,0.779905,0.030887753,0.7477,3.315083
0.885601,-0.020485282,-0.62184036,-0.39388838,0.74120015,2.9647949
-0.35787916,0.14943933,0.7845887,-0.061420888,0.7331777,3.6867604
1.9471765,-0.22243226,-1.3616434,-0.7927114,0.8069727,2.7001042
1.5281332,-0.5051098,-1.1231933,-0.6372238,0.7214629,3.121317
1.3224416,0.18646777,-0.8805086,-0.7327764,0.7295517,3.4626038
0.6788095,-0.6113807,-0.3520705,-0.33374953,0.7792502,2.9246845
1.4202402,-0.88489735,-0.909849,-0.40235972,0.81578135,3.1229467
0.45022973,-1.4332827,0.03620106,0.23243949,0.7860967,3.3590806
0.5297334,-0.52306783,-0.23888749,-0.094963804,0.7293547,3.1856494
2.0368633,-1.065882,-1.3628106,-0.3523965,0.80273485,2.9668229
1.3860732,-0.18946838,-0.92907333,-0.82801664,0.7729455,2.9963136
0.48262408,-0.14709115,-0.10898781,-0.5887602,0.85871106,2.7713454
0.44895488,-0.033215165,0.20427835,-0.3779922,0.7799178,3.5944777
2.0529258,-0.5286825,-1.4733872,-0.632994,0.7598125,3.2391021
2.1728418,-0.41421723,-1.4953086,-0.7384774,0.84282947,2.9492388
0.9416392,-1.2575322,-0.4400488,-0.055007376,0.7872767,2.951805
0.46481425,-0.81137085,-0.12574017,0.20729196,0.776356,2.6753218
0.4405391,-0.6198032,-0.17254147,0.022376776,0.76742744,2.633316
0.08583584,-1.0916224,0.2722546,0.14533566,0.7349202,3.2745092
1.1495581,-0.5349401,-0.67366284,-0.61132544,0.7312726,3.5540519
2.1351345,-0.88121957,-1.4923055,-0.5910483,0.7646632,3.6055012
0.9651915,-0.20018005,-0.5476194,-0.2722919,0.7297266,3.2990346
1.2128068,-0.77915883,-0.73425156,-0.24573162,0.7132619,3.6606452
2.0160484,-0.751031,-1.3265647,-0.46746466,0.74941933,3.3018103
0.6947243,0.25285673,-0.40006477,-0.44532788,0.7195872,3.2342052
1.8780464,-0.61543787,-1.2153697,-0.5093147,0.74949336,3.0527143
1.6265392,-0.2856021,-1.1442797,-0.69638073,0.714569,3.096812
1.3282117,0.7197912,-0.8635341,-0.9848879,0.69442475,4.0039344
1.3410391,-0.5930531,-0.9367158,-0.55624014,0.73848057,2.9948573
2.7828345,-2.0877678,-1.506952,-0.2619526,0.7471376,3.4841924
0.94854856,-0.63451254,-0.56003416,-0.41045815,0.7137499,3.6164353
1.4131621,-0.7601223,-0.9292701,-0.41045937,0.7222191,3.3215075
1.0286065,-0.08432567,-0.6627415,-0.54434675,0.7431599,3.1788418
2.1836438,-0.6121771,-1.3789678,-0.571001,0.7555253,3.665474
1.4475822,-0.60377085,-0.82154477,-0.7241342,0.8012326,3.191609
1.6662102,-0.7792777,-1.0022565,-0.26316905,0.8057123,3.0294638
1.1572907,0.7552657,-0.5685221,-0.92817664,0.83121645,3.0154433
1.3904185,-0.8044025,-0.89585984,-0.5778155,0.7962389,2.9496202
2.3639855,-1.0839503,-1.6666489,-0.6795951,0.81114566,2.853066
-0.09243699,-0.27893138,0.4552997,-0.13782938,0.740281,3.3704875
2.2619364,-1.1083676,-1.6293426,-0.55973876,0.7183968,3.3836439
1.0407724,-0.57125616,-0.633044,-0.20909601,0.7721221,2.943273
0.56865025,-0.0529809,-0.22422963,-0.39050394,0.74459314,3.2310772
-0.16753837,0.10876942,0.6426389,-0.16807386,0.7935441,2.9473538
0.60211444,-0.6148802,-0.2107622,-0.14256725,0.74005044,3.375385
2.0113034,-0.2772342,-1.5850511,-0.8257563,0.73989934,3.1996899
1.0686998,0.078006506,-0.66460574,-0.41022456,0.78501946,3.1747837
1.7996535,-1.0287467,-1.1883098,-0.55132216,0.7534181,3.1377988
1.2777104,0.19239879,-1.1230059,-0.71340334,0.7181903,2.953792
0.55707276,-0.35857058,-0.25519526,-0.24885538,0.7151544,3.294716
1.3694224,-0.62025964,-0.86623585,-0.34415942,0.76065814,3.0481105
0.13667366,-0.5777112,0.292763,-0.06890181,0.71119714,3.2703981
0.98116744,0.3221966,-0.6848307,-0.57162917,0.77365804,3.2101145
0.84396946,-0.42305267,-0.461469,-0.43330383,0.710908,3.194284
1.915345,-1.1174926,-1.2546647,-0.3423239,0.7458297,3.43417
1.6447031,-0.8877655,-1.2001812,-0.53372705,0.7205795,3.371946
2.9744682,-0.6702969,-2.1987338,-0.92849493,0.7958623,3.1312
0.08931304,-0.6024051,0.240928,-0.037828296,0.72210425,3.501289
1.6180379,-0.7882856,-1.0100405,-0.39305526,0.730583,3.1669095
2.762071,-1.5427384,-1.8334486,-0.43027744,0.80724937,2.9779737
1.3370297,-0.9585563,-0.74692804,-0.11739634,0.73155725,3.4025643
1.901628,-1.1373475,-1.3378572,-0.4359362,0.79436934,3.2855532
0.8330024,0.59518975,-0.29595053,-0.5389544,0.7721422,3.3927376
0.9700264,-0.57807326,-0.587761,-0.27329612,0.69899184,3.4655163
-0.13251469,0.1881938,0.5978442,-0.06062962,0.7114513,3.528061
0.39607567,0.5421287,-0.015683115,-0.47791317,0.7411958,3.1683888
-0.5539962,0.21055555,1.1170368,-0.122235656,0.82010174,3.19086
0.5415232,-1.1036683,-0.050738275,0.012330607,0.70436716,3.742185
1.8573439,-0.65678215,-1.3236371,-0.6521176,0.76425576,3.1669652
2.0367997,-0.17515945,-1.4253256,-0.84477055,0.7337477,3.3422258
0.30686003,0.027844548,0.16034186,-0.48901927,0.7701825,3.2340183
1.7514637,0.20851344,-1.2908696,-0.692506,0.7544787,3.1799028
1.2565186,0.33871382,-0.98550427,-0.6571736,0.716889,3.2991447
1.4711535,0.13089013,-1.0960655,-0.8244012,0.6808424,3.4229016
1.4983201,-0.050254464,-1.123057,-0.7043215,0.73327816,3.1757824
1.1774591,-0.9086807,-0.5936078,-0.057288654,0.77113086,3.1211686
0.72707045,-0.4421991,-0.4623103,-0.26442698,0.7254059,2.8447068
0.19357929,0.06202066,0.2562878,-0.34815395,0.7438017,3.4398212
0.8088926,-1.0128876,-0.41027552,-0.18059373,0.72666764,3.3087327
1.4280096,-0.19135213,-1.0873811,-0.5106582,0.8017961,2.841766
0.90701044,-0.16265178,-0.62845504,-0.4067179,0.7077631,3.0651157
1.6639419,-1.0847113,-1.0999646,-0.3009516,0.7173771,3.0125122
2.4067793,-0.7494633,-1.5639299,-0.5439459,0.82739407,3.0720038
-0.15113115,-0.8167318,0.50087166,0.18843703,0.7220444,3.1870856
2.0631628,0.38390338,-1.7124131,-1.1214312,0.7229215,3.2256966
0.43363363,-0.8308526,-0.08300525,0.15998839,0.74797845,3.228301
1.5716629,-1.2626952,-0.9941927,-0.15421468,0.7314092,3.55813
-0.26897374,0.6703143,0.73688525,-0.26831508,0.7669679,3.3298898
0.9433955,-0.6201209,-0.5709808,-0.23626003,0.7198334,3.0231447
0.64562345,0.2651831,-0.16785854,-0.5864928,0.7271025,3.345645
1.812474,-0.74354017,-1.2934852,-0.6034393,0.79129,2.8649397
0.2955634,-0.14717865,0.05041328,-0.1063246,0.7365843,3.147509
2.1167793,-0.7978271,-1.3750448,-0.5534266,0.781099,3.4252687
0.5541927,-1.3589535,-0.037276983,0.069153875,0.8023488,2.9806201
-0.7442949,0.38985938,1.5235164,-0.0899961,0.78614366,3.425272
0.997512,-0.2729633,-0.7079786,-0.45725352,0.70884126,3.21462
2.1917431,-1.0564511,-1.509129,-0.50056374,0.7781092,2.884024
1.1952946,0.29947066,-0.88153505,-0.80433005,0.7754427,3.0011287
2.5825646,-1.7474632,-1.5502529,-0.4597728,0.78020453,3.2880325
-0.19092709,-0.5300884,0.648754,-0.215134,0.8751906,3.1086986
0.95914286,-0.63526773,-0.59537655,-0.3130771,0.70804477,3.2307522
2.1183462,-1.5979304,-1.2147797,-0.49387977,0.7847719,3.2561383
2.1746168,-0.15044546,-1.5759993,-0.9441972,0.8067254,3.4679112
1.0621084,-0.39771152,-0.7367115,-0.37538946,0.70716643,3.1427512
0.86975515,-0.15762925,-0.59977406,-0.3436945,0.7769122,2.7461014
0.9246537,1.217572,-0.57970726,-0.86079997,0.68175685,3.424665
0.97700995,-0.62356067,-0.6015503,-0.28569466,0.7137097,3.4843183
1.6843714,-0.87991416,-1.1440166,-0.44031245,0.6956982,3.2493117
2.0787919,-0.623736,-1.5555221,-0.71792215,0.7315943,3.1724272
1.0683118,-0.85286975,-0.6871561,-0.25944102,0.73310804,3.1632926
1.7542256,-1.0673591,-1.1476506,-0.286265,0.7827561,2.8477182
0.8782375,0.51489204,-0.33714098,-0.74015254,0.7453505,3.4861522
1.4279299,-0.33257425,-1.0578244,-0.6276099,0.69647706,3.1010652
2.3559637,-1.5666559,-1.6023155,-0.3734302,0.7413545,3.7086165
-0.6959288,-0.10570061,1.1552341,0.070922166,0.80113393,3.3722117
0.15260209,0.7405256,0.36827326,-0.6278448,0.78163016,3.4006112
2.7988958,-0.8347415,-1.8510771,-0.7464106,0.7486665,3.4785495
0.9783902,0.24130833,-0.5899638,-0.5676861,0.7269845,3.406051
1.2569959,-0.35814393,-0.8594684,-0.4216967,0.723855,3.453849
2.595469,-0.84988105,-1.2901473,-0.39584404,0.813393,3.4337528
1.8612831,0.33533943,-1.3432751,-0.8289979,0.736655,3.8182669
1.4887831,-0.06671977,-1.0859082,-0.72601235,0.6671889,3.335139
2.4664946,-0.38387263,-1.8754933,-1.064465,0.7366073,3.2876415
0.47911867,-0.3464892,-0.058691323,-0.35582882,0.76246727,3.1750963
