X,Y,dX,dY,dZ,Ekine
-1.278177,-0.060559988,-0.48945117,-0.027139159,0.87513536,2.5425096
0.5947715,-0.8250164,0.20918119,-0.32356513,0.91901517,2.9504886
0.69711274,0.26543313,0.30996794,0.10355602,0.9539345,2.8121862
-0.7807908,0.40301222,-0.33513424,0.15506567,0.9348206,2.5289433
-0.2547721,0.9187832,-0.05571662,0.3729304,0.94624996,2.9629266
1.1254464,-0.6535522,0.40549484,-0.26953384,0.9249764,2.322806
1.1000081,0.9778305,0.40774062,0.35726953,0.8474837,2.5698094
0.13592371,-1.4338646,0.08681206,-0.56619054,0.8591523,2.4456286
1.0501068,1.251236,0.37217915,0.46508557,0.79266,2.187035
-0.97299516,-0.7469588,-0.3841555,-0.29916078,0.90083826,2.2471495
-0.28532684,0.6543468,-0.10511665,0.3044626,0.956601,2.472704
0.003290685,-0.6301259,-0.028849218,-0.2621584,0.9806714,3.010769
-0.2573414,-0.7458327,-0.12106094,-0.3049741,0.94735336,2.3628445
-0.13055833,-0.21935229,-0.08858145,-0.11008963,0.99059385,2.4852562
0.48913413,-0.61913824,0.20642774,-0.2510924,0.9838452,2.6634808
-1.3869194,-1.2763237,-0.43484277,-0.46149874,0.7936401,2.6925213
-0.5012023,1.1665317,-0.16325235,0.490166,0.870538,2.20864
0.28237897,-0.6133217,0.094181165,-0.27430263,0.948292,2.8049452
-0.53052527,-0.26911944,-0.2209441,-0.13374627,0.9808426,2.4890687
-1.4196804,-0.41241884,-0.52945757,-0.13434482,0.831131,2.2906075
0.80270284,-0.38050023,0.30760247,-0.15245575,0.97583014,1.9880594
-0.58710194,-0.1322932,-0.23519078,-0.113397524,0.98830914,2.3208327
-0.60359716,1.0591455,-0.228269,0.4159905,0.889426,2.8900568
1.281558,0.88756347,0.44535142,0.34509307,0.82335436,2.7879977
-1.0842526,1.2130407,-0.3848663,0.46917516,0.83726716,2.3914366
-0.63993514,-0.6771335,-0.2623058,-0.29075053,0.9612543,2.725596
-0.63199925,-0.27103573,-0.22981344,-0.14009959,0.9987774,2.928098
-0.6251453,-0.78983045,-0.23492944,-0.338065,0.910297,3.10734
1.1253797,-0.09244869,0.45740864,-0.009411348,0.9013436,2.4142265
-0.67286557,-1.1271789,-0.26141828,-0.4113987,0.83581597,2.775303
1.1485679,0.5225702,0.45865333,0.1636095,0.9291425,2.7684693
1.2804868,0.32018885,0.4922717,0.13010931,0.8623543,2.1455307
0.0694284,-0.36737806,0.032275736,-0.18248343,0.97264683,2.7860813
0.11064741,0.91442865,0.06423716,0.38191223,0.9419374,2.471856
0.70435107,-0.21261883,0.28512868,-0.08032009,0.9768436,2.5251193
0.98431504,0.75757957,0.36251435,0.23874155,0.9092987,2.1276667
0.084103346,-0.60164773,0.047613915,-0.2567285,0.96196514,1.9616787
-1.4333189,-0.37314963,-0.53436476,-0.114084624,0.8438803,2.2175655
-1.2618797,-0.41573006,-0.46521437,-0.15084076,0.87143755,2.194394
1.2855135,-0.6301891,0.4904701,-0.22613056,0.84356964,3.1210883
1.3864881,-0.6704693,0.51557744,-0.23611337,0.8246691,2.5481791
-0.49159077,0.57806015,-0.19615231,0.20412758,0.96928656,2.7086535
0.0039182473,-1.1069983,0.011292666,-0.41531438,0.9286916,2.596189
0.09044976,0.5474314,-0.016419828,0.27913088,0.9773205,2.51428
-0.65150994,-1.2654711,-0.23681384,-0.46258146,0.8480204,2.8337936
-0.5517577,-1.0962048,-0.22885476,-0.41706276,0.8708612,2.2123566
-0.49982995,1.2993581,-0.2019712,0.5406085,0.8388394,2.2763858
1.1183344,1.0191795,0.41683298,0.37189755,0.8493345,2.574512
-1.2718624,-0.63581777,-0.48713145,-0.20338863,0.85827214,2.3109622
-0.3670489,0.13319223,-0.15816858,0.0667923,0.99475634,2.3957632
1.3708248,0.07656081,0.4658256,-0.0118369125,0.88741034,2.1271625
1.0581163,0.53060186,0.42029,0.15276313,0.9034281,3.049873
-1.1762477,-0.4449048,-0.4501252,-0.18444428,0.8807375,2.6229372
0.18394494,-0.7372749,0.09781504,-0.32684216,0.9469774,2.6095815
-0.4794907,-0.089396104,-0.20282191,-0.058431737,0.9795853,2.5289292
-1.1095333,1.1118847,-0.41292483,0.41607928,0.8491311,1.8748641
-0.57031333,1.063837,-0.16986114,0.42136425,0.91635495,2.7539945
-0.7632837,-1.4371741,-0.2604854,-0.50191927,0.8668797,2.5643241
0.3511027,-0.624995,0.09669948,-0.29083523,0.96445704,2.863797
-1.3633792,-1.434526,-0.43457586,-0.4768682,0.75778973,2.5997214
-0.6782627,-0.050550237,-0.29584393,-0.030150626,0.9758953,2.4313226
0.9156196,-0.3256845,0.3493188,-0.121089764,0.941995,2.4620984
0.30669993,0.3585133,0.1489115,0.22957581,0.97133183,1.7716587
-0.5235174,-0.31178442,-0.16687652,-0.14494859,0.98098373,2.3450224
-0.08560085,0.38353735,-0.04254674,0.1834723,1.0007011,2.380692
0.035967357,0.09895089,-0.00026797503,0.04144631,1.0253378,2.734993
0.7860825,-0.11705603,0.30217585,-0.03270735,0.963943,2.8947206
-1.5648305,-0.35129207,-0.55051124,-0.11794213,0.85203576,2.8976278
-0.57727003,0.34708375,-0.2457742,0.15903477,0.96437216,2.2229686
0.6463126,-0.995839,0.22539283,-0.38556448,0.88827723,2.391382
-0.117005005,1.0869607,-0.026336517,0.43588513,0.9011433,2.5056524
0.20580137,0.38978374,0.1029765,0.17295331,0.9823649,2.3550947
0.92725414,1.0716307,0.36529997,0.38613197,0.8280152,2.262071
1.1562788,0.5832433,0.43935478,0.21049502,0.8759465,3.2670069
0.036617637,-0.61987746,0.04547636,-0.27511883,0.9929285,2.980576
-0.8000994,-0.4548193,-0.34880352,-0.19359273,0.93193614,2.5635848
0.9498043,0.28402475,0.3617223,0.13476321,0.970461,2.8208237
-0.9110124,-1.3717698,-0.31243655,-0.49315208,0.8427651,2.8674731
-0.15301988,0.3960895,-0.05991654,0.20120884,0.979277,2.9248652
0.37213668,1.1388208,0.16026095,0.42611015,0.8851265,2.749984
0.32724327,0.7440667,0.10296342,0.28197873,0.9723804,2.912695
1.1336915,-1.3424027,0.4039359,-0.48384058,0.82296515,2.3265684
0.19904089,-0.2963304,0.092599906,-0.14845496,1.015657,2.4173732
-0.89381814,-0.39152768,-0.34973076,-0.16818306,0.93059266,2.275425
1.3752515,-1.2578547,0.5596781,-0.39426187,0.8602935,3.2008448
1.4700782,-0.3606536,0.52864105,-0.09234485,0.79631895,2.5976868
-0.9024346,-0.42424312,-0.34638423,-0.16945843,0.94330484,2.6460764
-1.1281722,1.2562377,-0.41975462,0.44609565,0.73724693,2.2009492
-1.1150918,1.3267454,-0.38610074,0.49470773,0.7739504,2.4539607
-1.390028,0.03622213,-0.47404748,0.009873984,0.8735826,2.6150541
0.8371234,0.6237929,0.31467965,0.26553667,0.91050303,2.6041317
-0.6967728,1.126059,-0.26398283,0.5053489,0.84484935,2.0866754
0.90811384,0.06213498,0.34118035,0.08801958,0.92794394,2.323131
-0.97265023,0.103393264,-0.3820792,0.0023290683,0.9271233,2.5496902
-1.1064903,-0.5376934,-0.40851125,-0.20372674,0.89968884,2.6641636
-0.733587,0.52093625,-0.30030924,0.20124635,0.9346568,2.8156152
1.3578072,-0.22048642,0.5432564,-0.059079736,0.8581085,2.3851752
0.16406229,-1.3850504,0.089372456,-0.52016085,0.8777739,2.707473
0.6520816,1.3495865,0.23699442,0.49053755,0.82291627,2.19066
-0.3319791,0.124214545,-0.12532274,0.041497935,0.99732536,2.6289597
0.24447326,0.15499616,0.11250603,0.06801157,0.9758611,2.7994277
-0.8851666,1.0559218,-0.29642805,0.41565824,0.89875495,2.7657766
0.33532816,-0.34409022,0.16165137,-0.14944151,0.96965516,2.4252017
0.3163386,-0.025968581,0.109473996,0.010622241,0.9982841,1.8987136
0.28820905,-0.7984979,0.09782463,-0.32915542,0.92505634,2.0156403
0.84766614,0.7954545,0.35757804,0.29825085,0.9118659,2.697858
1.431588,0.291778,0.54093933,0.09186365,0.82733244,1.881011
1.4057472,-0.519099,0.53017783,-0.17276403,0.86204845,2.3559575
0.96712315,-1.4174616,0.3670619,-0.48679966,0.80641294,2.4085867
-0.1541802,1.2456226,-0.08723551,0.48109177,0.9074291,2.7108736
1.4513997,-0.015903607,0.5235372,0.070599645,0.8697605,2.5329332
-1.5535368,0.009571537,-0.5606339,-0.007555442,0.84067285,2.789244
-0.65213406,0.28320578,-0.24534212,0.11549657,0.94366705,1.9931238
0.11911606,-0.5787064,0.051650647,-0.23526868,0.9815821,2.28704
-0.20124538,1.1369991,-0.038309045,0.45282578,0.9099956,2.0814147
1.1849607,0.48729616,0.44388703,0.2146616,0.87721664,2.2033463
-0.3549942,-1.1246244,-0.16610181,-0.4060099,0.9046937,3.1076179
-1.05849,1.4090402,-0.33261698,0.50581634,0.85220426,2.5680027
-0.5636615,0.7018006,-0.2162108,0.2404364,0.9764389,2.7632856
-0.8196907,0.43452305,-0.3264072,0.18721598,0.9417806,2.446805
-0.4490561,0.30914176,-0.16842687,0.102773674,0.98842484,2.6671627
-0.34614885,0.9383503,-0.15795022,0.4307458,0.8962911,2.5677493
1.4623747,0.4970228,0.4615797,0.26785243,0.834332,2.4319158
0.33077168,-0.045046672,0.17122911,-0.06076312,0.9944104,1.9213967
1.049881,-0.8439024,0.3887329,-0.3041507,0.883425,2.3496072
-0.41021246,1.4016676,-0.13223687,0.5527698,0.8206338,1.9577918
-0.26086485,-0.32030255,-0.07754589,-0.14120859,0.9938904,2.6156828
0.3655889,-1.4006944,0.11915772,-0.5410128,0.8361282,2.5564075
-0.9136997,0.20840426,-0.3743936,0.055030473,0.92967665,2.528187
-0.40894932,-0.7151613,-0.1869027,-0.31667468,0.94802034,1.8728817
-1.4192288,1.4493525,-0.47344193,0.51334,0.71456575,2.234357
1.1851261,-0.9911742,0.43695018,-0.38046002,0.86384284,2.0392923
0.5103829,0.76316524,0.21596509,0.29428113,0.9383859,3.2065346
-0.84288824,0.009068042,-0.3550232,-0.0020294692,0.9450769,2.631714
-0.884026,1.4863231,-0.3101894,0.528129,0.8073089,2.611979
-1.3135434,-0.17828025,-0.50571656,-0.05977805,0.85384786,2.3221507
0.20159867,0.15055105,0.08641158,0.053210694,0.9953843,3.0268416
0.06961775,1.3624287,0.028298892,0.49638042,0.8818255,2.5240364
-0.7100135,0.3762915,-0.26734293,0.18146421,0.95041615,2.2248752
-0.9710764,0.56041783,-0.35032415,0.2328595,0.9010067,2.9422927
-1.0960575,-1.3500539,-0.3888957,-0.4746294,0.79462755,2.247648
0.61369944,-0.67412394,0.22509852,-0.2913753,0.946918,2.8770175
-0.53975713,1.5918604,-0.19971201,0.58988297,0.8879403,2.9546995
1.4554119,1.2447094,0.4600253,0.4502315,0.7715671,2.8316672
0.5743547,0.8401132,0.21698706,0.3037523,0.9283937,2.2191339
-1.2539308,0.14262733,-0.47780356,0.04746379,0.8822405,3.1664782
-0.80634,-0.14875631,-0.3342412,-0.05767939,0.93120635,2.010982
-0.95929754,-1.1869063,-0.28778535,-0.46500802,0.8571113,2.2002022
-0.46078932,-1.1597438,-0.21443559,-0.45411772,0.8695065,1.6076062
1.2403333,-1.1358013,0.44813907,-0.43472746,0.78150547,2.4987314
0.55120635,0.6358104,0.24551006,0.25690675,0.94407195,2.9304457
-0.10410435,1.3350935,0.020923093,0.5368039,0.8548355,2.6049016
-0.06643652,-0.11094596,0.008733973,-0.04783809,0.99155426,3.1164625
0.8759937,1.3639727,0.31446788,0.517765,0.7912389,2.8954747
0.2935433,-1.0614976,0.12523562,-0.40728325,0.940757,2.55972
-1.4412613,-0.6394896,-0.5117781,-0.2178323,0.86412543,2.6997218
0.19044283,-1.2607613,0.092288956,-0.48939717,0.8923308,2.1230328
-0.506019,-0.44240767,-0.21104732,-0.15598322,0.9646138,2.4112196
-1.3046982,0.5855998,-0.47900197,0.16432923,0.8642065,2.5607557
-0.93976724,-1.2817917,-0.33778512,-0.46098518,0.8487171,2.701424
0.84531975,1.4614851,0.32765502,0.48407102,0.8159305,2.084455
1.074826,-0.7084459,0.42554456,-0.23999152,0.9093598,2.0834293
1.1671093,-1.3022784,0.4313295,-0.46397448,0.7889408,3.0124736
-0.6038555,0.11251408,-0.23294961,0.048349902,0.955173,2.1850762
-0.7994046,1.0587815,-0.3063279,0.410255,0.87347454,2.2637277
-0.040981263,-0.43969604,0.008872066,-0.17309967,1.0208763,1.9614074
0.22551632,-0.06853347,0.043362856,-0.027019596,1.0018883,2.1131506
-0.88841915,1.0812814,-0.30332014,0.43430668,0.87250775,2.7053246
-0.075623006,0.9635548,-0.07526498,0.37746322,0.9119494,2.8751543
-0.81024635,-0.06458522,-0.30758896,-0.027388172,0.93662506,2.034428
0.8408824,-0.9916326,0.31670296,-0.3786084,0.8946069,2.3438737
-0.08179686,-0.45824355,-0.061349496,-0.21596442,0.97329116,2.622127
-0.33375937,1.2761655,-0.105088584,0.4936505,0.878285,2.4979944
-0.18340373,0.57009757,-0.019543301,0.2693395,1.008009,2.7398293
-1.4369626,-0.123400345,-0.5322046,-0.008494144,0.82365036,2.5127814
-1.1925244,-1.1282384,-0.4046762,-0.40500802,0.8387593,2.3801205
0.8113595,0.30060846,0.3409822,0.13223645,0.9523828,2.6993077
0.7586849,-0.22909443,0.31713653,-0.09787047,0.96024257,2.4253862
0.39466572,-0.22489269,0.21864006,-0.090511896,0.9877803,2.7156596
-0.20908123,-1.2938673,-0.11525537,-0.47848362,0.84119856,1.9806274
-0.28629798,0.9812344,-0.10171604,0.39969176,0.92461836,2.085556
-0.82844794,-0.12675923,-0.32573444,-0.06252979,0.9612149,2.556609
0.07778859,-0.39491612,0.014344387,-0.16579506,1.0017002,2.1383646
0.4544931,-0.34727,0.18136257,-0.15235743,0.9628489,2.9377654
-1.014513,1.1782348,-0.37132496,0.4228645,0.8522044,2.79394
0.76100016,0.98720133,0.29449067,0.35956255,0.95042133,2.6139956
-0.6015142,1.0604129,-0.20110242,0.43233097,0.8856298,2.275619
0.98366034,-0.70332646,0.38487777,-0.28188205,0.8831608,2.9689796
-1.2938311,-0.5506969,-0.47937462,-0.22857513,0.86728483,2.0267918
0.7405251,-1.1447462,0.25978595,-0.42770058,0.8551246,2.7117596
-1.1367506,0.20177051,-0.45164594,0.102910355,0.92358303,3.296502
1.5673022,-0.20917952,0.54652107,-0.044481054,0.8492693,2.241518
-0.05166647,0.47912025,0.002969034,0.20023276,0.9888346,2.740886
0.8774011,1.1237307,0.33536613,0.41813818,0.855236,2.6725435
1.1921489,-0.48031777,0.47089,-0.1753137,0.9038032,2.5776079
-0.03542857,-0.66627425,-0.0018700436,-0.28572702,0.9608222,2.6789565
-0.18729025,-0.84411085,-0.053213954,-0.34025234,0.9575671,2.66186
0.3812412,1.4198023,0.12643409,0.50347537,0.85272753,2.3530965
0.2773075,0.57628965,0.15146732,0.26483044,0.95413923,2.1021678
0.4371379,0.06355864,0.16219175,0.07030486,1.0003445,2.9668674
1.1610081,-0.46778566,0.44913965,-0.16179457,0.90021014,2.4524918
0.47740728,0.6218737,0.17011388,0.23699054,0.96574974,2.127232
0.31394738,-1.0456718,0.14964919,-0.42142522,0.90948915,2.6819859
-0.16469763,0.30863738,-0.05509425,0.16149846,0.99103546,2.3416147
-0.8885908,-0.55298185,-0.3846153,-0.21884027,0.91691554,2.3777425
-0.07882001,-1.4601526,-0.051752437,-0.5372698,0.8288675,2.9907894
-0.41134825,0.16752367,-0.1910135,0.09033246,1.0061692,2.5970607
0.10682293,0.78473824,0.0198455,0.32470626,0.94104785,3.008605
0.3016891,-0.40770453,0.1465948,-0.17941344,0.9686973,2.7794914
0.87117934,0.057967737,0.35558084,0.031425953,0.9543861,2.1463413
-1.347681,0.56278217,-0.4845118,0.21702176,0.8878231,3.5567296
-0.51990545,-0.6081823,-0.22103325,-0.24990767,0.95345163,2.6082363
-0.36762702,-0.30931014,-0.17408621,-0.12406926,0.98568165,2.54761
-1.1322383,0.49854416,-0.42314908,0.18687202,0.9117096,2.8858066
-1.3139286,-0.20597176,-0.47932804,-0.055407915,0.86465156,2.3909342
0.56874096,-0.45132226,0.1941645,-0.17249718,0.9637011,2.842957
0.25207603,1.2205894,0.12485619,0.48083204,0.8652198,2.8945174
0.5373776,-1.3465738,0.21251282,-0.49810046,0.8600135,2.6317031
0.3917057,0.3624296,0.15294223,0.1488064,0.99978966,2.7119527
1.0559301,-0.83078206,0.38577023,-0.34047315,0.888741,2.9516573
0.61003065,0.2729917,0.28101897,0.07657588,0.97563905,2.1601949
-0.10529129,-0.7519492,-0.029139753,-0.3093242,0.93346786,1.90857
1.2480955,-0.41909766,0.46648246,-0.19856018,0.8581625,1.7875717
-0.9400518,0.4585876,-0.3653742,0.19823872,0.9359809,2.3107488
0.78512365,-1.2253053,0.31763816,-0.45518816,0.81650364,2.75499
1.4298756,-1.2045586,0.5296484,-0.41229635,0.7962727,2.3590794
1.1032687,1.0197607,0.41403928,0.37653,0.84128356,1.9364893
-0.23064587,0.2825125,-0.07406729,0.13295424,0.9896115,2.7534146
0.16323528,0.37526986,0.07508629,0.15541446,1.013009,2.1032672
-0.18486175,-1.0468547,-0.11205213,-0.38368672,0.9311681,2.9038398
0.79795575,-0.67612153,0.32264978,-0.2719235,0.9411756,2.5457578
0.604887,0.12261879,0.22970605,0.045179963,0.99294007,2.5500154
0.27670008,0.7204557,0.1573234,0.25093648,0.9483733,2.1471453
0.22091761,-1.0600498,0.13827336,-0.44376478,0.8950742,3.0558174
-0.07280422,0.021018483,-0.026468463,0.027259577,0.9946933,2.851319
0.35942137,1.3858539,0.1429138,0.52430934,0.8169683,2.0693684
-0.26806223,1.3254771,-0.11417499,0.5024825,0.87214744,2.595546
-0.46516454,-0.7853974,-0.19710259,-0.31146562,0.939757,1.8673773
-0.11204391,0.087077506,-0.054311838,0.03239373,1.0150831,2.509593
1.0599211,-0.24133153,0.4378863,-0.13387083,0.9146033,2.558917
1.4299242,0.5249948,0.45115957,0.27238107,0.8037753,2.720374
1.0420096,-0.41834462,0.39605471,-0.17719546,0.92293,2.6086125
-0.6774003,0.8812508,-0.26958373,0.35216498,0.95423377,3.172058
1.2696948,-0.4328517,0.4567471,-0.17893627,0.895031,2.3169417
-0.2636345,0.57032835,-0.09689118,0.23828304,0.95589656,2.1307435
-0.89441526,-1.389841,-0.2934575,-0.51216567,0.8227624,2.7011523
0.93604004,0.9509519,0.3486388,0.34240374,0.8967356,2.4683878
0.8722178,1.1860368,0.31444615,0.461595,0.78741753,2.4651277
-0.44826585,-1.2735314,-0.1745138,-0.4850387,0.908028,2.8071082
-0.8583909,-1.1329389,-0.31185013,-0.4248013,0.84828097,2.7534919
0.71288073,1.3842808,0.26851094,0.48059344,0.8537297,2.3720284
0.2898984,-0.24088867,0.10966262,-0.13276468,0.98688054,2.5305731
0.80128634,0.77868676,0.33402538,0.3019927,0.8936503,2.5475636
-0.38560438,0.016593538,-0.18660149,-0.023116596,1.0146521,2.194028
-1.20397,0.2654775,-0.47966126,0.12904827,0.89882916,3.2878401
-0.28095573,-0.6964456,-0.11434832,-0.2895275,0.94681764,2.495127
-1.0894439,0.093998484,-0.3984664,0.059470646,0.92272615,2.7212563
-1.070525,-0.9064458,-0.40595323,-0.33193532,0.87185425,2.3656623
-0.23411247,0.19262831,-0.12243094,0.06126262,0.98494315,2.7930987
-1.3169007,0.81321603,-0.44443756,0.30856055,0.86736894,2.9708838
-0.079478264,-1.3479125,-0.062237825,-0.5064349,0.87886053,2.757035
-1.3219743,1.0224487,-0.44763452,0.39485335,0.80260706,2.292264
-0.96120805,1.3485054,-0.3345833,0.49662322,0.8475274,3.051207
-0.520167,-0.90173656,-0.21378423,-0.38595495,0.89257276,2.8385658
0.31673515,-0.6944529,0.11940556,-0.26396123,0.9592203,2.2932732
-1.2399607,-1.4794724,-0.40442395,-0.4950791,0.78184295,2.6546292
-0.42856073,-0.23879065,-0.18988104,-0.117931716,0.96756387,2.4930933
0.7371229,-0.06432915,0.26196057,-0.04324305,0.9840169,2.3839107
0.2900244,0.035339132,0.13937628,0.023550922,1.0072765,2.5384545
0.07889148,-1.1203728,0.04113426,-0.40555316,0.91301703,2.957549
-1.144289,0.3156638,-0.43024263,0.13367085,0.8863989,2.2641664
-0.08070491,-0.7587656,-0.049357947,-0.33491114,0.9631363,2.4277332
-0.65173495,-0.91589844,-0.22396447,-0.41202217,0.91954684,2.3599072
1.381994,-0.89020836,0.53494745,-0.32512277,0.8317034,2.3635755
0.0997536,-0.87053573,0.023568057,-0.3345515,0.9262901,1.8537922
0.29218897,0.63766944,0.14260587,0.26000682,0.9850707,2.715424
-0.20655715,0.17142473,-0.0623106,0.08652904,1.017569,2.4731596
-0.9657705,0.5322006,-0.3601121,0.21785247,0.9494979,2.8850002
-0.5931208,-0.782274,-0.23661965,-0.32206163,0.89163595,2.5180886
-0.8482451,1.2552307,-0.2646111,0.47802302,0.85951954,2.8565438
-0.02178394,0.039229035,0.0073148385,0.050728887,1.0093126,3.1154873
-0.88330483,1.1438537,-0.33400026,0.46493173,0.8301822,2.3063502
0.106978126,0.18301484,0.07381868,0.07709554,1.0038637,1.9139943
0.21118653,-0.18710074,0.09361677,-0.058881387,0.99948317,2.957623
0.21195495,1.531002,0.104199715,0.5377933,0.8510103,2.8133438
0.51272887,-0.042046703,0.19500396,-0.015149535,0.98540777,2.3634386
0.7230786,-0.13382712,0.29215983,-0.05561831,0.95390886,2.700481
-1.294466,0.20290436,-0.44347262,0.104524344,0.9112394,3.1272488
0.13826802,0.8195328,0.082955725,0.3484393,0.96202177,2.5750248
1.2246178,-0.60281366,0.47604185,-0.20732927,0.86314905,2.561925
-0.34412843,0.095236234,-0.15497921,0.028583469,0.979992,2.3957028
-0.7212316,-0.57645243,-0.32604197,-0.25653565,0.9062886,2.6686492
0.31202662,-0.10733931,0.10619956,-0.03616953,1.0167941,2.2895386
0.47342044,1.479291,0.21913251,0.54815125,0.8302847,2.7397141
-0.36694813,-0.06308339,-0.1279995,-0.06300362,0.9991547,2.6690128
1.4119363,-1.4722052,0.5016516,-0.48312587,0.7320038,2.5933244
-0.4416909,0.98783594,-0.20458852,0.37980896,0.9278054,2.5169141
-1.0848233,0.4720403,-0.41423282,0.19309235,0.8867446,1.9794533
-0.6894492,1.4789429,-0.22133559,0.5354747,0.83703244,2.5426946
0.57215583,0.28126103,0.23328304,0.14616211,0.98301893,2.3751104
-0.19143897,0.08754113,-0.092729725,0.03616248,0.9841675,2.3677382
0.58338773,0.30917025,0.2773544,0.1735993,0.9582394,2.0258126
-0.43638927,0.25181404,-0.18966433,0.084270865,0.9855563,2.3175437
0.5412669,1.4527516,0.24630764,0.51930946,0.824816,2.4294064
-0.91487396,0.7810751,-0.32603836,0.31949565,0.8902762,2.3864868
1.3796929,-0.255749,0.55063224,-0.07608441,0.85292816,2.250002
-0.7515781,-0.6316056,-0.2866336,-0.2826071,0.9243335,2.191364
0.83421016,-0.7962517,0.31532207,-0.33504856,0.9109732,2.3996305
0.9531992,-0.03118281,0.365738,0.016932901,0.9608171,2.17836
0.021019982,-0.58390933,0.025310483,-0.27085787,0.9797719,2.827437
